REGION,DEPARTEMENT,COMMUNE,LIEU DE VOTE,BUREAU,ELECTEURS,IMPLANTATION
ZIGUINCHOR,BIGNONA,OUONCK,NDIEBA,2,416,ECOLE ELEMENTAIRE CLASSE CE 2
ZIGUINCHOR,BIGNONA,OUONCK,OUONCK,1,520,ECOLE ELEMENTAIRE CLASSE CE 2
ZIGUINCHOR,BIGNONA,OUONCK,OUONCK,2,520,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,OUONCK,SANTACK,1,224,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,OUONCK,SANTACK,2,224,ECOLE ELEMENTAIRE CLASSE CE 2
ZIGUINCHOR,BIGNONA,OUONCK,SOUDA,1,367,ECOLE ELEMENTAIRE CLASSE CE 2
ZIGUINCHOR,BIGNONA,OUONCK,SOUDA,2,368,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,SINDIAN,BOUYEME,1,197,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SINDIAN,DIAGONGUE,1,379,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SINDIAN,KAGNAROU,1,362,ECOLE SALLE 1 BAT 1
ZIGUINCHOR,BIGNONA,SINDIAN,KAGNAROU,2,363,ECOLE SALLE 1 BAT 2
ZIGUINCHOR,BIGNONA,SINDIAN,KAKENE,1,309,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SINDIAN,KOUROUCK,1,236,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SINDIAN,MATANKIGNE,1,249,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SINDIAN,MEDIEDJE,1,548,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SINDIAN,MEDIEDJE,2,49,ECOLE MEDJEDJE SALLE 2
ZIGUINCHOR,BIGNONA,SINDIAN,OUNIOCK,1,204,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SINDIAN,SILICK,1,206,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SINDIAN,SINDIAN,1,572,ECOLE ELEMENTAIRE 1 SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,SINDIAN,SINDIAN,2,573,ECOLE ELEMENTAIRE 1 SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,SINDIAN,SINDIAN,3,573,ECOLE ELEMENTAIRE 1 SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,SINDIAN,SINDIAN,4,575,ECOLE ELEMENTAIRE 1 SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,SINDIAN,SINDIAN,5,571,ECOLE ELEMENTAIRE 2 SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,SINDIAN,TANKORON,1,266,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SINDIAN,TENDINE,1,164,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SUEL,BALANDINE,1,177,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SUEL,BAYLA,1,573,ECOLE SALLE 1 BAT 1
ZIGUINCHOR,BIGNONA,SUEL,BAYLA,2,579,ECOLE SALLE 1 BAT 2
ZIGUINCHOR,BIGNONA,SUEL,BAYLA,3,137,ECOLE BAILA SALLE 1 BAT 3
ZIGUINCHOR,BIGNONA,SUEL,CAPARAN,1,467,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SUEL,DIABOUDIOR,1,287,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SUEL,DIACOYE BANGA,1,502,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SUEL,DIATTANG,1,360,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SUEL,DIONGOL,1,159,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SUEL,DJILACOUNDA,1,248,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SUEL,KATINONG,1,292,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SUEL,KATOUDIE,1,186,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SUEL,NIANKITE,1,300,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,SUEL,SUEL,1,383,ECOLE SALLE 1 BAT 1
ZIGUINCHOR,BIGNONA,SUEL,SUEL,2,383,ECOLE SALLE 1 BAT 2
ZIGUINCHOR,BIGNONA,SUEL,TALOUM,1,449,ECOLE SALLE 1
ZIGUINCHOR,BIGNONA,TENGHORI,BADIOURE,1,312,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,BADIOURE,2,314,SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE DE DIARONE,1,227,ECOLE CLASSE CE2
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEMENTAIRE DE COUTENGHOR,1,153,CLASSE CE 1
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEMENTAIRE DE DIOUROU,1,155,CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEMENTAIRE DE EGUILAYE,1,177,CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEMENTAIRE DE TENDIEME,1,380,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEMENTAITRE DE DIAKINE,1,199,CLASSE CE 2
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEM TENGHORI TRANSGAMBIEN. 1,1,492,CLASSE CM2 A
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEM TENGHORI TRANSGAMBIEN. 1,2,491,CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEM TENGHORI TRANSGAMBIEN. 1,3,492,CLASSE CE 2
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEM TENGHORI TRANSGAMBIEN. 1,4,491,CLASSE CE 1
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEM TENGHORI TRANSGAMBIEN. 1,5,491,CLASSE CP 2
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEM TENGHORI TRANSGAMBIEN. 1,6,491,CLASSE CI
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEM TENGHORI TRANSGAMBIEN. 1,7,491,CLASSE CM 2 B
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEM TENGHORI TRANSGAMBIEN. 2,1,529,CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEM TENGHORI TRANSGAMBIEN. 2,2,524,CLASSE CE 2
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEM TENGHORI TRANSGAMBIEN. 2,3,534,CLASSE CM 2
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE ELEM TENGHORI TRANSGAMBIEN. 2,4,424,ECOLE TENGHORI TRANSGAMBIENNE2 CE1
ZIGUINCHOR,BIGNONA,TENGHORI,ECOLE MATERNELLE DE KAFESSE,1,433,ECOLE MATERNELLE
ZIGUINCHOR,BIGNONA,TENGHORI,FALMERE,1,298,ECOLE ELEMENTAIRE CLASSE CM 2
ZIGUINCHOR,BIGNONA,TENGHORI,FALMERE,2,299,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,MANGOULE,1,525,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,MANGOULE OUBEME,1,355,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,NIASSARANG,1,174,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,PETIT COULAYE,1,351,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,PIRAN,1,232,ECOLE ELEMENTAIRE CLASSE CM 2
ZIGUINCHOR,BIGNONA,TENGHORI,SOUTOU,1,189,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,TAO,1,180,ECOLE ELEMENTAIRE CLASSE C E 2
ZIGUINCHOR,BIGNONA,TENGHORI,TENDIMANE,1,343,ECOLE ELEMENTAIRE CLASSE C M 1
ZIGUINCHOR,BIGNONA,TENGHORI,TENGHORI,1,493,ECOLE ELEMENTAIRE CLASSE CM 1
ZIGUINCHOR,BIGNONA,TENGHORI,TENGHORI,2,492,ECOLE ELEMENTAIRE CLASSE C M 2
ZIGUINCHOR,BIGNONA,TENGHORI,TENGHORI,3,494,ECOLE ELEMENTAIRE CLASSE C E 2
ZIGUINCHOR,BIGNONA,TENGHORI,TENGHORI,4,494,ECOLE ELEMENTAIRE CLASSE C E 1
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,CEM THIONCK ESSYL,1,565,BLOC B SALLE 1
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,CEM THIONCK ESSYL,2,563,BLOC B SALLE 1
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,CEM THIONCK ESSYL,3,563,BLOC C SALLE 1
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,CEM THIONCK ESSYL,4,561,BLOC D SALLE 1
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,ECOLE DE BATINE,1,548,CLASSE CIA
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,ECOLE DE BATINE,2,550,CLASSE CM1A
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,ECOLE DE BATINE,3,549,SALLE DE CLASSE
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,ECOLE DE KAMANAR,1,551,CLASSE CE1
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,ECOLE DE KAMANAR,2,557,CLASSE CM2
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,ECOLE DE KAMANAR,3,278,CLASSE CI
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,ECOLE MAMBOUNA DIATTA,1,589,CLASSE CIA
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,ECOLE MAMBOUNA DIATTA,2,589,CLASSE CE2A
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,ECOLE MAMBOUNA DIATTA,3,591,CLASSE CM1B
ZIGUINCHOR,BIGNONA,THIONCK ESSYL,ECOLE MAMBOUNA DIATTA,4,589,CLASSE CE1A
ZIGUINCHOR,OUSSOUYE,DIEMBERING,BOUCOTTE DIOLA,1,358,CLASSE CI
ZIGUINCHOR,OUSSOUYE,DIEMBERING,BOUCOTTE OUOLOF,1,470,CLASSE CM1 B
ZIGUINCHOR,OUSSOUYE,DIEMBERING,BOUCOTTE OUOLOF,2,469,CLASSE CM1 B
ZIGUINCHOR,OUSSOUYE,DIEMBERING,BOUCOTTE OUOLOF,3,470,CLASSE CE1 B
ZIGUINCHOR,OUSSOUYE,DIEMBERING,BOUYOUYE,1,207,CLASSE CPB
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CABROUSSE,1,571,CLASSE CE 1A
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CABROUSSE,2,571,CLASSE CM2B ECOLE NIALOU
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CABROUSSE,3,568,CLASSE CM1A ECOLE RADIAKAYE
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CABROUSSE,4,568,CLASSE SECONDE LC
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CABROUSSE,5,567,CLASSE 4EA CEM MOSSOR
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CABROUSSE,6,569,CLASSE 6EB CEM MOSSOR
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CACHOUANE,1,169,CLASSE CM2
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CAP SKIRRING,1,563,CM2 B
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CAP SKIRRING,2,565,CM1 B
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CAP SKIRRING,3,564,CE2 A
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CAP SKIRRING,4,565,CLASSE CM2 A
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CAP SKIRRING,5,565,CE1 A
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CAP SKIRRING,6,566,CP A
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CAP SKIRRING,7,565,CI B
ZIGUINCHOR,OUSSOUYE,DIEMBERING,CARABANE,1,365,CLASSE CM2A
ZIGUINCHOR,OUSSOUYE,DIEMBERING,DIEMBERING,1,479,CLASSE CM2A
ZIGUINCHOR,OUSSOUYE,DIEMBERING,DIEMBERING,2,474,CE 1 B
ZIGUINCHOR,OUSSOUYE,DIEMBERING,DIEMBERING,3,475,CLASSE CM1A
ZIGUINCHOR,OUSSOUYE,DIEMBERING,DIEMBERING,4,476,CE 2 A
ZIGUINCHOR,OUSSOUYE,DIEMBERING,GNIKINE,1,96,ABRI PROVISOIRE
ZIGUINCHOR,OUSSOUYE,DIEMBERING,OURONG,1,263,CLASSE CE1A
ZIGUINCHOR,OUSSOUYE,DIEMBERING,WENDAYE,1,304,CLASSE CE1A
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),CADJINOLLE HASSOUKA,1,563,ECOLE CADJINOLLE CLASSE CM2
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),CADJINOLLE HASSOUKA,2,74,ECOLE CADJINOLLE SALLE DE CLASSE
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),CADJINOLLE KAFONE,1,465,ECOLE CADJINOLLE CLASSE CE2
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),CADJINOLLE KAGNAO,1,531,ECOLE CADJINOLLE CLASSE CP1
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),CAGNOUT EBROUAYE,1,456,ECOLE CAGNOUT CLASSE CM1
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),CAGNOUT EBROUAYE,2,456,ECOLE CAGNOUT CLASSE CM2
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),DJIROMAYTH,1,199,ECOLE DJIROMAYTH CLASSE CE2
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),ELINKINE,1,334,ECOLE ELINKINE CLASSSE CM1
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),ELINKINE,2,334,ECOLE ELIKINE CLASSE CE2
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),ELINKINE,3,334,ECOLE ELINKINE CLASSE CP1
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),LOUDIA DIOLA,1,225,ECOLE LOUDIA DIOLA CLASSE CE2
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),LOUDIA OUOLOF,1,437,ECOLE LOUDIA OUOLOF CLASSE CM2
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),MLOMP DJICOMOL,1,435,FOYER DES JEUNES GRANDE SALLE
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),MLOMP DJICOMOL,2,436,FOYER DES JEUNES SALLE ANNEXE
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),MLOMP HAER,1,501,FOYER DES JEUNES GRANDE SALLE
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),MLOMP KADJIFOLONG,1,560,ECOLE KADJIFOLONG CLASSE CM1
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),MLOMP KADJIFOLONG,2,554,ECOLE KADJIFOLONG CLASSE CM2
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),MLOMP KADJIFOLONG,3,166,ECOLE KADJIFOLONG SALLE DE CLASSE
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),POINTE SAINT GEORGES,1,87,ECOLE POINTE ST-GEORGES CM1
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),SAMATITE,1,193,ECOLE SAMATITE CLASSE CE2
ZIGUINCHOR,OUSSOUYE,MLOMP (OUSSOUYE),SANTHIABA OUOLOF,1,185,ECOLE SANTHIABA
ZIGUINCHOR,OUSSOUYE,OUKOUT,BOUKITINGHO,1,541,CLASSE CM2 ECOLE BOUKITINGHO
ZIGUINCHOR,OUSSOUYE,OUKOUT,CAROUNATE,1,411,ECOLE SALLE DE CLASSE CM1
ZIGUINCHOR,OUSSOUYE,OUKOUT,DIAKENE DIOLA,1,388,ECOLE DIAKENE CLASSE CE2
ZIGUINCHOR,OUSSOUYE,OUKOUT,DIAKENE OUOLOF,1,414,ECOLE DIAKENE OUOLOF CLASSE CI
ZIGUINCHOR,OUSSOUYE,OUKOUT,DIANTENE,1,234,ECOLE DIANTENE CLASSE CE1
ZIGUINCHOR,OUSSOUYE,OUKOUT,DJIVENTE,1,522,ECOLE DJIVENTE CLASSE CM2
ZIGUINCHOR,OUSSOUYE,OUKOUT,EDIOUNGOU,1,581,ECOLE EDIOUNGOU CLASSE CM1
ZIGUINCHOR,OUSSOUYE,OUKOUT,ELOUBALINE,1,160,ECOLE ELOUBALINE CLASSE CE2
ZIGUINCHOR,OUSSOUYE,OUKOUT,EMAYE,1,409,ECOLE EMAYE CLASSE CE2
ZIGUINCHOR,OUSSOUYE,OUKOUT,KAHINDA,1,203,CASE DES TOUT-PETITS KAHINDA
ZIGUINCHOR,OUSSOUYE,OUKOUT,NIAMBALANG,1,367,ECOLE NIAMBALANG CLASSE CE2
ZIGUINCHOR,OUSSOUYE,OUKOUT,OUKOUT MADIOP,1,379,ECOLE OUKOUT MADIOP CLASSE CM1
ZIGUINCHOR,OUSSOUYE,OUKOUT,OUKOUT MADIOP,2,377,SALLE DE CLASSE
ZIGUINCHOR,OUSSOUYE,OUKOUT,SENGHALENE,1,285,ECOLE SENGHALENE CLASSE CE1
ZIGUINCHOR,OUSSOUYE,OUKOUT,SIGANAR,1,486,ECOLE SIGANAR CLASSE CE2
ZIGUINCHOR,OUSSOUYE,OUKOUT,SIGANAR,2,487,ECOLE SIGANAR CLASSE CP
ZIGUINCHOR,OUSSOUYE,OUSSOUYE,ECOLE AHOUMOUSSELLE,1,472,CLASSE CPA
ZIGUINCHOR,OUSSOUYE,OUSSOUYE,ECOLE AHOUMOUSSELLE,2,470,CLASSE CE2 A
ZIGUINCHOR,OUSSOUYE,OUSSOUYE,ECOLE EDOUARD DIATTA,1,551,CLASSE CM2A
ZIGUINCHOR,OUSSOUYE,OUSSOUYE,ECOLE EDOUARD DIATTA,2,546,CLASSE CM1A
ZIGUINCHOR,OUSSOUYE,OUSSOUYE,ECOLE EDOUARD DIATTA,3,552,CLASSE CE2A
ZIGUINCHOR,OUSSOUYE,OUSSOUYE,ECOLE EDOUARD DIATTA,4,530,CLASSE CP A
ZIGUINCHOR,OUSSOUYE,OUSSOUYE,ECOLE SAINT JOSEPH,1,523,CLASSE CE2
ZIGUINCHOR,OUSSOUYE,OUSSOUYE,ECOLE SAINT JOSEPH,2,210,SALLE DE CLASSE
ZIGUINCHOR,OUSSOUYE,SANTHIABA MANJAQUE,BOUDIEDIETE,1,242,ABRI PROVISOIRE
ZIGUINCHOR,OUSSOUYE,SANTHIABA MANJAQUE,DJIRACK,1,544,ABRI PROVISOIRE
ZIGUINCHOR,OUSSOUYE,SANTHIABA MANJAQUE,EFFOC,1,412,CLASSE CM2A
ZIGUINCHOR,OUSSOUYE,SANTHIABA MANJAQUE,EFFOC,2,413,ECOLE ELEM. CLASSE CM1
ZIGUINCHOR,OUSSOUYE,SANTHIABA MANJAQUE,ESSAOUT,1,533,CLASSE CM2A
ZIGUINCHOR,OUSSOUYE,SANTHIABA MANJAQUE,YOUTOU,1,538,CLASSE CM2A
ZIGUINCHOR,OUSSOUYE,SANTHIABA MANJAQUE,YOUTOU,2,540,ECOLE ELEM. CLASSE CM1
ZIGUINCHOR,ZIGUINCHOR,ADEANE,BAGHAGHA,1,513,CLASSE CP1
ZIGUINCHOR,ZIGUINCHOR,ADEANE,BAGHAGHA,2,513,CLASSE CE1
ZIGUINCHOR,ZIGUINCHOR,ADEANE,BAGHAGHA,3,511,CLASSE CM1
ZIGUINCHOR,ZIGUINCHOR,ADEANE,DIAGNON,1,372,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,ADEANE,DIAGNON,2,370,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,ADEANE,ECOLE ELEMENTAIRE D ADEANE,1,574,CLASSE C I
ZIGUINCHOR,ZIGUINCHOR,ADEANE,ECOLE ELEMENTAIRE D ADEANE,2,574,CLASSE CE1
ZIGUINCHOR,ZIGUINCHOR,ADEANE,ECOLE ELEMENTAIRE D ADEANE,3,576,CLASSE CE2
ZIGUINCHOR,ZIGUINCHOR,ADEANE,ECOLE ELEMENTAIRE D ADEANE,4,575,CLASSE CM1
ZIGUINCHOR,ZIGUINCHOR,ADEANE,ECOLE ELEMENTAIRE D ADEANE,5,573,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,ADEANE,ECOLE ELEMENTAIRE DE AGNACK PETIT,1,467,CLASSE CP1
ZIGUINCHOR,ZIGUINCHOR,ADEANE,ECOLE ELEMENTAIRE DE AGNACK PETIT,2,466,CLASSE CM1
ZIGUINCHOR,ZIGUINCHOR,ADEANE,ECOLE ELEMENTAIRE DE AGNACK PETIT,3,467,CLASSE CE2
ZIGUINCHOR,ZIGUINCHOR,ADEANE,ECOLE ELEMENTAIRE DE GONOUM,1,289,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,ADEANE,ECOLE ELEMENTAIRE DE SINDONE,1,413,CLASSE CE1
ZIGUINCHOR,ZIGUINCHOR,ADEANE,ECOLE ELEMENTAIRE DE SINDONE,2,413,CLASSE CE2
ZIGUINCHOR,ZIGUINCHOR,ADEANE,KOUNDIOUNDOU,1,275,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,ADEANE,TAMBACOUMBA,1,362,CLASSE CE1
ZIGUINCHOR,ZIGUINCHOR,ADEANE,TAMBACOUMBA,2,362,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,BARAKA BOUNAO,1,144,ECOLE ELEM. CLASSE CI
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,BOUROFAYE BAYNOUNCK,1,305,CLASSE CP1
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,CAMARACOUNDA,1,555,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,CAMARACOUNDA,2,557,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,CAMARACOUNDA,3,557,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,ECOLE DE BINDIALOUM MANJAQUE,1,193,CLASSE CI
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,ECOLE DE LATI,1,298,CLASSE CM2
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,ECOLE ELEMENTAIRE BOUROFAYE DIOLA,1,149,CLASSE CP1
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,ECOLE ELEMENTAIRE DE MPACK,1,268,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,ECOLE ELEMENTAIRE DE MPACK,2,266,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,ECOLE ELEMENTAIRE DE MPACK,3,268,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,ECOLE ELEMENTAIRE DE NIABINA,1,272,CLASSE CE1
ZIGUINCHOR,ZIGUINCHOR,BOUTOUPA CAMARACOUND,GUIDEL BAMBADINCKA,1,322,ABRI PROV.  MAISSON MAFALY COLY
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,BADIATE GRAND,1,266,CLASSE CM 1
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,BRIN DIEGUELE,1,370,FOYER DES JEUNES
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,DJIBONKER ERING,1,466,CLASSE CM 2
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,ECOLE DE BANDIALE,1,226,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,ECOLE DE MEDINA,1,258,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,ECOLE ELEMENTAIRE ESSYL,1,218,CLASSE CE 2
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,ENAMPOR,1,544,CLASSE CE 2
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,ENAMPOR,2,163,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,ETAMA,1,173,CLASSE CP ECOLE E ETAMA
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,KAMOBEUL,1,379,CLASSE CE 1
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,SELEKI BAHIMBANE,1,260,CLASSE CP
ZIGUINCHOR,ZIGUINCHOR,ENAMPOR,SELEKI BAHIMBANE,2,260,CLASSE CM 2
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,BOULOM,1,526,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,BOUTOUTE,1,486,CLASSE CE1
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,BOUTOUTE,2,485,CLASSE CE2
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,BOUTOUTE,3,488,CLASSE CM2
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE DE BOUCOTTE MANCAGNE,1,562,CLASSE CE1
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE DE BOUCOTTE MANCAGNE,2,66,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE DJIFANGHOR,1,343,CLASSE CE1
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE DJIFANGHOR,2,343,CLASSE CM1
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE FANDA,1,459,CLASSE CE2
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE FANDA,2,457,CLASSE CM1
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE FANDA,3,457,CLASSE CM2
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE NIAGUIS,1,483,CLASSE CM1
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE NIAGUIS,2,493,CLASSE CE2
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE NIAGUIS,3,486,CLASSE CE1
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE NIAGUIS,4,482,CLASSE CM2 A
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE NIAGUIS,5,483,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE NIAGUIS,6,483,SALLE DE CLASSE
ZIGUINCHOR,ZIGUINCHOR,NIAGUIS,ECOLE ELEMENTAIRE DE SONE,1,172,SALLE DE CLASSE
