DEPARTEMENT,COMMUNE,LIEU DE VOTE,BUREAU,ELECTEURS,IMPLANTATION
BOUNKILING,BONA,BONA,1,382,CLASSE CI
BOUNKILING,BONA,BONA,2,378,CLASSE CE1
BOUNKILING,BONA,BONA,3,379,CLASSE CP
BOUNKILING,BONA,BOUGHARI DOUMA,1,105,CLASSE CM1
BOUNKILING,BONA,BOUGHARI DOUMA,2,105,CLASSE CM2
BOUNKILING,BONA,BOUGHARY,1,159,CLASSE CE2
BOUNKILING,BONA,BRIOU,1,211,ECOLE CLASSE CM2
BOUNKILING,BONA,DJINIPER KILINKO,1,140,CLASSE CI
BOUNKILING,BONA,DJIRAGONE,1,417,CLASSE CM1
BOUNKILING,BONA,DJIRAGONE,2,416,CLASSE CM2
BOUNKILING,BONA,KAMANGOUBA,1,178,ECOLE CLASSE CP
BOUNKILING,BONA,KANGODI,1,105,ABRI PROVISOIRE
BOUNKILING,BONA,KAPOUNDOUN DIOLA,1,172,ECOLE CLASSE SALLE 1
BOUNKILING,BONA,MAMBIGNE,1,173,ECOLE CLASSE CM2
BOUNKILING,BONA,NIAHOUMP,1,373,CLASSE CI
BOUNKILING,BONA,SOUMBOUNDOU FOGNI,1,263,CLASSE CI
BOUNKILING,BONA,SOUMBOUNDOU FOGNI,2,260,CLASSE CM1
