DEPARTEMENT,COMMUNE,LIEU DE VOTE,BUREAU,ELECTEURS,IMPLANTATION
BOUNKILING,INOR,BARANDAMA,1,153,ECOLE CLASSE SALLE 1
BOUNKILING,INOR,BASSADA,1,135,CLASSE CI
BOUNKILING,INOR,BISSARI KANSOYE,1,267,CLASSE CI
BOUNKILING,INOR,DIOUROUR 1,1,137,ECOLE CLASSE CE1
BOUNKILING,INOR,DIOUROUR 2,1,102,ECOLE CLASSE SALLE 1
BOUNKILING,INOR,GADIALEL,1,291,CLASSE CI
BOUNKILING,INOR,INOR,1,479,CLASSE CI
BOUNKILING,INOR,INOR,2,476,CLASSE CM1
BOUNKILING,INOR,INOR,3,327,SALLE DE CLASSE
BOUNKILING,INOR,KANDIALON,1,351,ECOLE CLASSE CM1
BOUNKILING,INOR,KANDIALON,2,351,ECOLE CLASSE CM2
BOUNKILING,INOR,MAGNORA DIOLA,1,285,ABRI PROVISOIRE
BOUNKILING,INOR,MAYOR,1,437,CLASSE CM1
BOUNKILING,INOR,MEDINA LAMINE SALL,1,232,CLASSE CI
BOUNKILING,INOR,TASLIMA,1,266,ECOLE CLASSE SALLE 1
BOUNKILING,INOR,TOBOR,1,192,ECOLE CLASSE CI
BOUNKILING,INOR,VELINGARA FAMARA MANE,1,118,CLASSE CE1
