DEPARTEMENT,COMMUNE,LIEU DE VOTE,BUREAU,ELECTEURS,IMPLANTATION
DAGANA,GNITH,DIALBANABE,1,521,ABRI PROVISOIRE
DAGANA,GNITH,DIALBANABE,2,520,ABRI PROVISOIRE
DAGANA,GNITH,DIOKHOR 1,1,415,CLASSE CE 2
DAGANA,GNITH,DIOKHOR 1,2,414,CLASSE CI
DAGANA,GNITH,DIOKHOR 2,1,528,CLASSE CP 2
DAGANA,GNITH,DIOKHOR 2,2,519,SALLE DE CLASSE
DAGANA,GNITH,ECOLE TEIDIEL TOUCOULEUR,1,313,SALLE DE CLASSE
DAGANA,GNITH,ECOLE THIEDEME PEULH,1,191,ABRI PROVISOIRE
DAGANA,GNITH,GADE NDIEYENE,1,534,ABRI PROVISOIRE
DAGANA,GNITH,GNITH,1,555,CLASSE CP 2
DAGANA,GNITH,GNITH,2,563,CLASSE CM 1
DAGANA,GNITH,GNITH,3,560,CLASSE CI
DAGANA,GNITH,GNITH,4,559,SALLE DE CLASSE BV 4
DAGANA,GNITH,GNITH,5,369,SALLE DE CLASSE
DAGANA,GNITH,GOGNO FALL,1,192,ABRI PROVISOIRE
DAGANA,GNITH,MALLA,1,314,CLASSE CP 2
DAGANA,GNITH,MBAYENE,1,522,CLASSE CI
DAGANA,GNITH,MBAYENE,2,523,SALLE DE CLASSE
DAGANA,GNITH,NDER,1,536,CP
DAGANA,GNITH,NDER,2,172,CI
DAGANA,GNITH,NDOGAL TEIDIEL,1,565,CLASSE CE1
DAGANA,GNITH,NDOUROUNABE DIAGANE 1,1,338,ABRI PROVISOIRE
DAGANA,GNITH,ODABE POUROGNE,1,513,SALLE DE CLASSE
DAGANA,GNITH,ODABE POUROGNE,2,262,ABRI PROVISOIRE
DAGANA,GNITH,PEULH SINE,1,88,ABRI PROVISOIRE
DAGANA,GNITH,YAMANE,1,554,CLASSE CI
