DEPARTEMENT,COMMUNE,LIEU DE VOTE,BUREAU,ELECTEURS,IMPLANTATION
PODOR,NDIOUM,DIEDIOUBA,1,523,CM2
PODOR,NDIOUM,DIEDIOUBA,2,524,SALLE DE CLASSE
PODOR,NDIOUM,NDIOUM DIERY,1,562,CM2 A
PODOR,NDIOUM,NDIOUM DIERY,2,555,NDIOUM 2 CLASSE CM 2 B
PODOR,NDIOUM,NDIOUM DIERY,3,561,NDIOUM 63 CLASSE CE 2 A
PODOR,NDIOUM,NDIOUM DIERY,4,556,NDIOUM 4 CLASSE CE 2 B
PODOR,NDIOUM,NDIOUM DIERY,5,557,NDIOUM 5 CLASSE CM 1 B
PODOR,NDIOUM,NDIOUM DIERY,6,551,CM1 A
PODOR,NDIOUM,NDIOUM DIERY,7,548,CE1 B
PODOR,NDIOUM,NDIOUM DIERY,8,552,CLASSE CP A
PODOR,NDIOUM,NDIOUM DIERY,9,472,SALLE DE CLASSE
PODOR,NDIOUM,NDIOUM WALO,1,584,CM2 B
PODOR,NDIOUM,NDIOUM WALO,2,584,CIA
PODOR,NDIOUM,NDIOUM WALO,3,584,CE 1
PODOR,NDIOUM,NIANGA,1,550,CE1 B
PODOR,NDIOUM,NIANGA,2,547,NIANGA 2 CLASSE CM 2 B
PODOR,NDIOUM,NIANGA,3,552,CP B
PODOR,NDIOUM,NIANGA,4,552,CP A
PODOR,NDIOUM,OULAD BERRY,1,579,CP B
PODOR,NDIOUM,OULAD BERRY,2,578,OULAD BERRY 2 CLASSE CM 2 A
PODOR,NDIOUM,OULAD BERRY,3,579,CM2
PODOR,NDIOUM,OULAD BERRY,4,576,CLASSE CM2
